inchikey	name	is_drug	evidence	moa	support	lpv_5	lpv_4	lpv_3	top1_inchikey	top2_inchikey	top3_inchikey	top1_name	top2_name	top3_name
YQNQNVDNTFHQSW-UHFFFAOYSA-N	Nitazoxanide	1	3	1	12	1	1	1	YQNQNVDNTFHQSW-UHFFFAOYSA-N			Nitazoxanide		
UNRIONDDDLYYIB-UHFFFAOYSA-N	Chembl278522	0	-2	-2	12	1	1	1	YQNQNVDNTFHQSW-UHFFFAOYSA-N			Nitazoxanide		
NVRFXAMSIAVBKR-UHFFFAOYSA-N	Schembl7460936	0	-2	-2	12	1	1	1	YQNQNVDNTFHQSW-UHFFFAOYSA-N			Nitazoxanide		
SRSCMKAWNIMFBH-UHFFFAOYSA-N	Chembl161556	0	-2	-2	12	1	1	1	YQNQNVDNTFHQSW-UHFFFAOYSA-N			Nitazoxanide		
NTWQJLVMCMGYFX-UHFFFAOYSA-N	Chembl434076	0	-2	-2	12	1	1	1	YQNQNVDNTFHQSW-UHFFFAOYSA-N			Nitazoxanide		
VABIMMIJVWNHFI-UHFFFAOYSA-N	(5-CHLORO-2-{[(3-NITROBENZYL)AMINO]CARBONYL}PHENOXY)ACETIC ACID	1	-2	-2	12	1	1	1	YQNQNVDNTFHQSW-UHFFFAOYSA-N			Nitazoxanide		
YXHYBROWEBJJDJ-UHFFFAOYSA-N	Chembl20116	0	-2	-2	12	1	1	1	YQNQNVDNTFHQSW-UHFFFAOYSA-N			Nitazoxanide		
CYOHGALHFOKKQC-UHFFFAOYSA-N	Selumetinib	1	1	1	12	2	2	2	CYOHGALHFOKKQC-UHFFFAOYSA-N	LIRYPHYGHXZJBZ-UHFFFAOYSA-N		Selumetinib	Trametinib	
HXPSFLFBTMZTJA-UHFFFAOYSA-N	Chembl160032	0	-2	-2	12	1	1	1	YQNQNVDNTFHQSW-UHFFFAOYSA-N			Nitazoxanide		
SUDAHWBOROXANE-SECBINFHSA-N	PD-0325901	1	-2	-2	10	1	2	2	CYOHGALHFOKKQC-UHFFFAOYSA-N	LIRYPHYGHXZJBZ-UHFFFAOYSA-N		Selumetinib	Trametinib	
VIUAUNHCRHHYNE-JTQLQIEISA-N	Pimasertib	1	-2	-2	10	1	2	2	LIRYPHYGHXZJBZ-UHFFFAOYSA-N	CYOHGALHFOKKQC-UHFFFAOYSA-N		Trametinib	Selumetinib	
IJAVJYYBFRTIAU-UHFFFAOYSA-N	Chembl2087079	0	-2	-2	10	1	2	2	CYOHGALHFOKKQC-UHFFFAOYSA-N	LIRYPHYGHXZJBZ-UHFFFAOYSA-N		Selumetinib	Trametinib	
NHHQJBCNYHBUSI-UHFFFAOYSA-N	Tamatinib	1	-2	-2	10	0	1	4	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	KTUFNOKKBVMGRW-UHFFFAOYSA-N	OUKYUETWWIPKQR-UHFFFAOYSA-N	Dasatinib	Imatinib	Saracatinib
ZEZHPEIEEFTILY-QMMMGPOBSA-N	Chembl2087078	0	-2	-2	10	1	2	2	CYOHGALHFOKKQC-UHFFFAOYSA-N	LIRYPHYGHXZJBZ-UHFFFAOYSA-N		Selumetinib	Trametinib	
PGZJCJSDIXEXLY-UHFFFAOYSA-N	Chembl61955	0	-2	-2	8	0	1	1	YQNQNVDNTFHQSW-UHFFFAOYSA-N			Nitazoxanide		
ZNJRNZXFJKLDOI-LNVKXUELSA-N	ZNJRNZXFJKLDOI-LNVKXUELSA-N	0	-2	-2	8	0	1	1	YQNQNVDNTFHQSW-UHFFFAOYSA-N			Nitazoxanide		
RBZSSTPBYFHRSR-UHFFFAOYSA-N	Chembl241777	0	-2	-2	8	0	1	1	YQNQNVDNTFHQSW-UHFFFAOYSA-N			Nitazoxanide		
