inchikey,name,is_drug,evidence,moa,top_5,lpv_5,lpv_4,lpv_3,lpv_2,best_inchikey,best_name
FQAMOSMBTRUACZ-UHFFFAOYSA-N,Mls001196398,0,-2,-2,0,0,2,2,3,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
WIKYUJGCLQQFNW-UHFFFAOYSA-N,Prochlorperazine,1,-2,-2,0,0,2,2,2,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetrahydrozoline
CSIMUUIYWVKULR-UHFFFAOYSA-N,Chembl3360566,0,-2,-2,0,0,2,2,2,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetrahydrozoline
OSJJYEUEJRVVOD-UHFFFAOYSA-N,Pipamazine,0,-2,-2,0,0,2,2,2,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetrahydrozoline
ZCBSXRWEKNAYOU-UHFFFAOYSA-N,"7,8-Dihydroxychlorpromazine",0,-2,-2,0,1,2,2,2,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetrahydrozoline
ZEWQUBUPAILYHI-UHFFFAOYSA-N,Trifluoperazine,1,-2,-2,0,1,2,2,2,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
ZQTVCQIJTREKSP-UHFFFAOYSA-N,Propionylpromazine,0,-2,-2,0,0,2,2,2,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
WPWUFUBLGADILS-UHFFFAOYSA-N,Ala-Pro,0,-2,-2,0,0,2,2,2,AMFDITJFBUXZQN-KUBHLMPHSA-N,Bcx4430 (Freebase)
TVZLEZONTCUEIW-UHFFFAOYSA-N,2-Chloro-10-Ethyl-10H-Phenothiazine,0,-2,-2,0,0,2,2,2,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetrahydrozoline
HICFFJZGXWEIHN-UHFFFAOYSA-N,7-Hydroxychlorpromazine,0,-2,-2,1,1,2,2,2,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetrahydrozoline
XSCGXQMFQXDFCW-UHFFFAOYSA-N,Triflupromazine,1,1,2,1,2,2,2,2,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
HLBPRUWPRRRMCK-QUFPSDLASA-N,Chembl152758,0,-2,-2,0,0,2,2,2,AXRYRYVKAWYZBR-UHFFFAOYSA-N,Schembl1396072
LFDFWIIFGRXCFR-UHFFFAOYSA-N,Chlorpromazine N-Oxide,0,-2,-2,0,0,2,2,2,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetrahydrozoline
VGMOECBHITYGPM-UHFFFAOYSA-N,Nsc18891,0,-2,-2,0,0,2,2,2,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
VNTAONUWHQBAMC-UHFFFAOYSA-N,3-(10H-Phenothiazin-10-Yl)Propanoic Acid,0,-2,-2,0,0,2,2,2,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
PSOJKCKFYUVKFE-UHFFFAOYSA-N,Chembl1688548,0,-2,-2,0,0,2,2,2,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetrahydrozoline
MEYGNYCKJKFOTR-UHFFFAOYSA-N,Schembl9672132,0,-2,-2,0,1,2,2,2,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
VAKQWULGGDTKGR-UHFFFAOYSA-N,Thiomethylpromazine,0,-2,-2,0,0,2,2,2,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
ZTQZBABFEUDZFE-UHFFFAOYSA-N,Didemethylchlorpromazine,0,-2,-2,0,0,2,2,2,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetrahydrozoline
NOSIYYJFMPDDSA-UHFFFAOYSA-N,Acepromazine,1,-2,-2,0,2,2,2,2,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
YCSUPUAUBAFLBJ-UHFFFAOYSA-N,Chembl1688551,0,-2,-2,1,1,2,2,2,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
SHXYOOWNQCXHIT-UHFFFAOYSA-N,Chembl1688549,0,-2,-2,1,1,2,2,2,BPZSYCZIITTYBL-UHFFFAOYSA-N,Formoterol
BQDFHACIOUBBDF-UHFFFAOYSA-N,Dmocp,0,-2,-2,1,1,2,2,2,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetrahydrozoline
AIUHRQHVWSUTGJ-UHFFFAOYSA-N,Thiopropazate,0,-2,-2,0,0,2,2,2,BYJAVTDNIXVSPW-UHFFFAOYSA-N,Tetrahydrozoline
