inchikey	name	is_drug	evidence	moa	support	lpv_5	lpv_4	lpv_3	top1_inchikey	top2_inchikey	top3_inchikey	top1_name	top2_name	top3_name
SIPVTPUQMGMVGR-OXJNMPFZSA-N	Chembl262807	0	-2	-2	12	1	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
LEXCUYJOSMWKSD-UHFFFAOYSA-N	Chembl258032	0	-2	-2	12	1	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
KUVIULQEHSCUHY-XYWKZLDCSA-N	Beclomethasone dipropionate	1	-2	-2	12	1	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
UYNVMODNBIQBMV-UHFFFAOYSA-N	Ifenprodil	1	3	5	12	1	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
WVZSEUPGUDIELE-HTAPYJJXSA-N	Ro-25-6981	0	-2	-2	12	1	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
WPBRSJXCRWSAHJ-UHFFFAOYSA-N	Chembl48029	0	-2	-2	12	1	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
WEGNFRKBIKYVLC-XTLNBZDDSA-N	Flunisolide acetate	1	-2	-2	12	1	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
TZIZWYVVGLXXFV-FLRHRWPCSA-N	Triamcinolone Hexacetonide	0	-2	-2	12	1	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
LUKZNWIVRBCLON-GXOBDPJESA-N	Ciclesonide	1	3	5	12	1	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
XGMPVBXKDAHORN-RBWIMXSLSA-N	Triamcinolone Diacetate	0	-2	-2	12	1	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
XSFJVAJPIHIPKU-XWCQMRHXSA-N	Flunisolide	1	-2	-2	12	1	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
SOQJPQZCPBDOMF-YCUXZELOSA-N	Betamethasone 17-Benzoate	0	-2	-2	12	1	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
DUHMEXGGVGTKKD-NFRRBDOJSA-N	Chembl146781	0	-2	-2	10	0	1	2	LUKZNWIVRBCLON-GXOBDPJESA-N	JUKPWJGBANNWMW-VWBFHTRKSA-N		Ciclesonide	Eplerenone	
GPZGXSFHPLUMHE-ILYHMVRFSA-N	Rapamycin C-7, Analog 5A	0	-2	-2	10	1	1	2	QFJCIRLUMZQUOT-HPLJOQBZSA-N	QJJXYPPXXYFBGM-LFZNUXCKSA-N		Sirolimus	Tacrolimus	
PSOUMVMIILMULF-ACYXGMLHSA-N	Nsc606699	0	-2	-2	10	1	1	2	QFJCIRLUMZQUOT-HPLJOQBZSA-N	QJJXYPPXXYFBGM-LFZNUXCKSA-N		Sirolimus	Tacrolimus	
WKVYZSVMKCPHFE-RXCYGMCJSA-N	WKVYZSVMKCPHFE-RXCYGMCJSA-N	0	-2	-2	10	1	1	2	JUKPWJGBANNWMW-VWBFHTRKSA-N	LUKZNWIVRBCLON-GXOBDPJESA-N		Eplerenone	Ciclesonide	
HKWFOIOUBWUYKS-MWTISXFVSA-N	Chembl344512	0	-2	-2	10	0	1	2	LUKZNWIVRBCLON-GXOBDPJESA-N	JUKPWJGBANNWMW-VWBFHTRKSA-N		Ciclesonide	Eplerenone	
SAVSWSLDYAAIDF-VNRXVJIBSA-N	Chembl414449	0	-2	-2	10	0	1	2	LUKZNWIVRBCLON-GXOBDPJESA-N	JUKPWJGBANNWMW-VWBFHTRKSA-N		Ciclesonide	Eplerenone	
QFJCIRLUMZQUOT-HPLJOQBZSA-N	Sirolimus	1	2	5	10	1	1	2	QFJCIRLUMZQUOT-HPLJOQBZSA-N	QJJXYPPXXYFBGM-LFZNUXCKSA-N		Sirolimus	Tacrolimus	
BUROJSBIWGDYCN-GAUTUEMISA-N	Ridaforolimus	1	-2	-2	10	0	1	3	QFJCIRLUMZQUOT-HPLJOQBZSA-N	QJJXYPPXXYFBGM-LFZNUXCKSA-N	PMATZTZNYRCHOR-CGLBZJNRSA-N	Sirolimus	Tacrolimus	Ciclosporin
WIAGFHVCTJFWDT-ASDRUYPJSA-N	28-O-Methylrapamycin	0	-2	-2	10	0	1	3	QFJCIRLUMZQUOT-HPLJOQBZSA-N	QJJXYPPXXYFBGM-LFZNUXCKSA-N	PMATZTZNYRCHOR-CGLBZJNRSA-N	Sirolimus	Tacrolimus	Ciclosporin
QACNECMKUYVFOD-YNFGGEGVSA-N	Chembl158091	0	-2	-2	10	0	1	2	LUKZNWIVRBCLON-GXOBDPJESA-N	JUKPWJGBANNWMW-VWBFHTRKSA-N		Ciclesonide	Eplerenone	
CBPNZQVSJQDFBE-FUXHJELOSA-N	Temsirolimus	1	-2	-2	10	0	1	3	QFJCIRLUMZQUOT-HPLJOQBZSA-N	QJJXYPPXXYFBGM-LFZNUXCKSA-N	PMATZTZNYRCHOR-CGLBZJNRSA-N	Sirolimus	Tacrolimus	Ciclosporin
BMSZQAQYJNQVLE-ZPPMEFKMSA-N	CID5386304	0	-2	-2	10	1	1	2	QFJCIRLUMZQUOT-HPLJOQBZSA-N	QJJXYPPXXYFBGM-LFZNUXCKSA-N		Sirolimus	Tacrolimus	
HKVAMNSJSFKALM-GKUWKFKPSA-N	Everolimus	1	-2	-2	10	0	1	3	QFJCIRLUMZQUOT-HPLJOQBZSA-N	QJJXYPPXXYFBGM-LFZNUXCKSA-N	PMATZTZNYRCHOR-CGLBZJNRSA-N	Sirolimus	Tacrolimus	Ciclosporin
HJLWEROPDBIBIJ-KRBMXJRHSA-N	Sirolimus Analogue	0	-2	-2	10	1	1	2	QFJCIRLUMZQUOT-HPLJOQBZSA-N	QJJXYPPXXYFBGM-LFZNUXCKSA-N		Sirolimus	Tacrolimus	
FNTOZAIVEXRQPK-AUXVOCDASA-N	Chembl144319	0	-2	-2	10	0	1	2	LUKZNWIVRBCLON-GXOBDPJESA-N	JUKPWJGBANNWMW-VWBFHTRKSA-N		Ciclesonide	Eplerenone	
UPGFSDYCNLVAHR-MYBFCEEUSA-N	Chembl143729	0	-2	-2	10	0	1	2	LUKZNWIVRBCLON-GXOBDPJESA-N	JUKPWJGBANNWMW-VWBFHTRKSA-N		Ciclesonide	Eplerenone	
BYZYTRSYQSXYLC-OVLDUAHDSA-N	BYZYTRSYQSXYLC-OVLDUAHDSA-N	0	-2	-2	10	1	1	2	JUKPWJGBANNWMW-VWBFHTRKSA-N	LUKZNWIVRBCLON-GXOBDPJESA-N		Eplerenone	Ciclesonide	
VWMIKRRBVKACCN-KHTMAQAHSA-N	Chembl144841	0	-2	-2	10	0	1	2	LUKZNWIVRBCLON-GXOBDPJESA-N	JUKPWJGBANNWMW-VWBFHTRKSA-N		Ciclesonide	Eplerenone	
