inchikey	name	is_drug	evidence	moa	support	lpv_5	lpv_4	lpv_3	top1_inchikey	top2_inchikey	top3_inchikey	top1_name	top2_name	top3_name
KJHUVPWNXPXUMQ-YNEHKIRRSA-N	Chembl3342331	0	-2	-2	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
VSZGPKBBMSAYNT-RRFJBIMHSA-N	Oseltamivir	1	3	0	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
NENPYTRHICXVCS-YNEHKIRRSA-N	Oseltamivir acid	1	-2	-2	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
SPIVRZSUDNHNIY-BFHYXJOUSA-N	Chembl3357207	0	-2	-2	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
ZYHJMOZGMHULPA-BFHYXJOUSA-N	Chembl3357201	0	-2	-2	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
FBCXFKWMGIWMJQ-IHLOFXLRSA-N	Obaberine	0	-2	-2	9	3	3	3	WVTKBKWTSCPRNU-KYJUHHDHSA-N	DFOCUWZXJBAUSQ-URLMMPGGSA-N	YVPXVXANRNDGTA-WDYNHAJCSA-N	Tetrandrine	Berbamine	Cepharanthine
KFNRMYZDMWUYPM-FDIOJOJDSA-N	Chembl252119	0	-2	-2	9	0	4	5	WDJUZGPOPHTGOT-XUDUSOBPSA-N	LPMXVESGRSUGHW-HBYQJFLCSA-N	MYEJFUXQJGHEQK-ALRJYLEOSA-N	Digitoxin	Ouabain	Proscillaridin
WVTKBKWTSCPRNU-KYJUHHDHSA-N	Tetrandrine	1	0	0	8	2	3	3	WVTKBKWTSCPRNU-KYJUHHDHSA-N	DFOCUWZXJBAUSQ-URLMMPGGSA-N	YVPXVXANRNDGTA-WDYNHAJCSA-N	Tetrandrine	Berbamine	Cepharanthine
FOBYPVUTMKWMOS-ARFHVFGLSA-N	Chembl3342460	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
LLQCATMGHGFZSS-UHFFFAOYSA-N	Chembl198935	0	-2	-2	8	0	3	3	RDOIQAHITMMDAJ-UHFFFAOYSA-N	LNEPOXFFQSENCJ-UHFFFAOYSA-N	BDSYECBSUUOPCT-UHFFFAOYSA-N	Loperamide	Haloperidol	Chembl222301
HQIVDWCSVLHHIC-IGQOVBAYSA-N	Carbocyclic Analogue 45	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
SNPFQPYAZIIERE-CWPPHPDTSA-N	Carbocyclic Analogue 44	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
YZOJCRLYJDNFSE-IPMKNSEASA-N	Chembl3342465	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
WQHHIUPVMNFPJC-UHFFFAOYSA-N	Chembl357919	0	-2	-2	8	1	1	3	RDOIQAHITMMDAJ-UHFFFAOYSA-N	LNEPOXFFQSENCJ-UHFFFAOYSA-N	BDSYECBSUUOPCT-UHFFFAOYSA-N	Loperamide	Haloperidol	Chembl222301
BPGZCCJLABIAJA-RCCFBDPRSA-N	Chembl3342470	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
FYSOMEMGLOCHIM-BFHYXJOUSA-N	Ac1Larrg	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
AIKMGHKNMALYIK-GVDBMIGSSA-N	Chembl3342463	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
MILZGVDOBKGGQY-XQQFMLRXSA-N	Chembl52723	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
QOLCCLLGNLIAMB-CEWLAPEOSA-N	Chembl3342472	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
XSHYAKVACIHYRB-BHDDXSALSA-N	Chembl3342479	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
FDCLDMFEMJHDFZ-DFQSSKMNSA-N	Chembl3342473	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
AMAXGSNGTPZEHY-IPMKNSEASA-N	Chembl3357214	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
UOGXNGRTMXTGCK-WUHRBBMRSA-N	Carbocyclic Analog 20	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
ZHLSFKRYXVZYFT-KGNYYXFWSA-N	Chembl467622	0	-2	-2	8	0	3	5	WDJUZGPOPHTGOT-XUDUSOBPSA-N	LPMXVESGRSUGHW-HBYQJFLCSA-N	LTMHDMANZUZIPE-PUGKRICDSA-N	Digitoxin	Ouabain	Digoxin
MAKSKQQRSUORDZ-RRFJBIMHSA-N	Chembl2206458	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
JMLAIPASNFVHQB-XUVXKRRUSA-N	Chembl3341765	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
YUHQWGSXKIGZSX-IVZWLZJFSA-N	Chembl309419	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
FJQSAGQDEPZFSQ-GVDBMIGSSA-N	Chembl3357209	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
OTCRDVYALLIGLU-BHDDXSALSA-N	Chembl3342466	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
UVEYGLMSNYNFPA-IPMKNSEASA-N	Chembl3342467	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
OJIYHXVOKHBHJY-XUVXKRRUSA-N	Chembl3357205	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
ZYPMMXMURLBCLR-IPMKNSEASA-N	Chembl3263937	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
WEUWRQVKQNNAEK-INDMIFKZSA-N	Ac1Nuzfn	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
AQRGYVZHOSSLOY-WNRNVDISSA-N	Ac1Nuzfk	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
DTBDFNJXZHXCFW-CYZMBNFOSA-N	Ac1Larrj	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
SCWHRCHTSPZEKX-JSGKQMPZSA-N	Chembl1819288	0	-2	-2	8	0	4	4	LPMXVESGRSUGHW-HBYQJFLCSA-N	MYEJFUXQJGHEQK-ALRJYLEOSA-N	WDJUZGPOPHTGOT-XUDUSOBPSA-N	Ouabain	Proscillaridin	Digitoxin
JPTSMZMSIACDAD-UHFFFAOYSA-N	Chembl1940404	0	-2	-2	8	0	3	3	LNEPOXFFQSENCJ-UHFFFAOYSA-N	RDOIQAHITMMDAJ-UHFFFAOYSA-N	BDSYECBSUUOPCT-UHFFFAOYSA-N	Haloperidol	Loperamide	Chembl222301
OTOZLTSLQBBOIB-YNEHKIRRSA-N	Chembl1269145	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
YORQPJJSBLLNJV-CYZMBNFOSA-N	Chembl57336	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
WLGAALHFJPFRFP-YNEHKIRRSA-N	Chembl3342330	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
MBTZSHZRKWQPLT-YTFSRNRJSA-N	Chembl3342457	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
RKUIKBULKBAEKC-CEWLAPEOSA-N	Chembl3342458	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
ZTBBOIYRZHAFIN-UHFFFAOYSA-N	Chembl1940402	0	-2	-2	8	0	3	3	LNEPOXFFQSENCJ-UHFFFAOYSA-N	RDOIQAHITMMDAJ-UHFFFAOYSA-N	BDSYECBSUUOPCT-UHFFFAOYSA-N	Haloperidol	Loperamide	Chembl222301
NQOMDNMTNVQXRR-WQLPVBBFSA-N	Digitoxigenin Monodigitoxoside	0	-2	-2	8	1	2	5	WDJUZGPOPHTGOT-XUDUSOBPSA-N	LTMHDMANZUZIPE-PUGKRICDSA-N	LPMXVESGRSUGHW-HBYQJFLCSA-N	Digitoxin	Digoxin	Ouabain
WDJUZGPOPHTGOT-XUDUSOBPSA-N	Digitoxin	1	0	0	8	1	2	5	WDJUZGPOPHTGOT-XUDUSOBPSA-N	LTMHDMANZUZIPE-PUGKRICDSA-N	LPMXVESGRSUGHW-HBYQJFLCSA-N	Digitoxin	Digoxin	Ouabain
