inchikey	name	is_drug	evidence	moa	support	lpv_5	lpv_4	lpv_3	top1_inchikey	top2_inchikey	top3_inchikey	top1_name	top2_name	top3_name
KJFBVJALEQWJBS-XUXIUFHCSA-N	Maribavir	1	0	0	19	0	3	5	KJFBVJALEQWJBS-XUXIUFHCSA-N	JNTOCHDNEULJHD-UHFFFAOYSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	Maribavir	Penciclovir	Levovirin
LJKWEWJREYPGCW-HHXMPLFPSA-N	Chembl1911847	0	-2	-2	19	1	2	4	IWUCXVSUMQZMFG-AFCXAGJDSA-N	KJFBVJALEQWJBS-XUXIUFHCSA-N	MCGSCOLBFJQGHM-UHFFFAOYSA-N	Levovirin	Maribavir	Abacavir
FPZVDNBKSQOYAX-SVRRBLITSA-N	4-Amino-1-[(2S,5R)-5-(Hydroxymethyl)-2,5-Dihydrothiophen-2-Yl]Pyrimidin-2-One	0	-2	-2	17	0	1	6	XZWYZXLIPXDOLR-UHFFFAOYSA-N	JNTOCHDNEULJHD-UHFFFAOYSA-N	VRTWBAAJJOHBQU-UHFFFAOYSA-N	Metformin	Penciclovir	Ledipasvir
AWAJVWLTSQPOPH-VDTYLAMSSA-N	4-Amino-5-Fluoro-1-[(2S,5R)-5-(Hydroxymethyl)-2,5-Dihydrothiophen-2-Yl]Pyrimidin-2-One	0	-2	-2	17	0	1	5	ZCGNOVWYSGBHAU-UHFFFAOYSA-N	XZWYZXLIPXDOLR-UHFFFAOYSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	Favipiravir	Metformin	Levovirin
JRRNRCMIBCSOIH-LFAOKBQASA-N	N7-Methyl-Formycin A	1	-2	-2	16	0	2	4	KJFBVJALEQWJBS-XUXIUFHCSA-N	AMFDITJFBUXZQN-KUBHLMPHSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	Maribavir	Galidesivir	Levovirin
PKXNQBUCYDEQBI-AMCGLFBUSA-N	Chembl1173493	0	-2	-2	16	1	1	3	IWUCXVSUMQZMFG-AFCXAGJDSA-N	SDUQYLNIPVEERB-QPPQHZFASA-N	KJFBVJALEQWJBS-XUXIUFHCSA-N	Levovirin	Gemcitabine	Maribavir
KBHMEHLJSZMEMI-KSYZLYKTSA-N	Formycin	1	-2	-2	16	0	2	4	KJFBVJALEQWJBS-XUXIUFHCSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	AMFDITJFBUXZQN-KUBHLMPHSA-N	Maribavir	Levovirin	Galidesivir
QDGZDCVAUDNJFG-FXQIFTODSA-N	Entecavir	1	-2	-2	16	1	2	4	JNTOCHDNEULJHD-UHFFFAOYSA-N	MCGSCOLBFJQGHM-UHFFFAOYSA-N	KJFBVJALEQWJBS-XUXIUFHCSA-N	Penciclovir	Abacavir	Maribavir
CVOOHNKMGNVXDM-HHXMPLFPSA-N	Chembl1911845	0	-2	-2	16	1	2	3	IWUCXVSUMQZMFG-AFCXAGJDSA-N	MCGSCOLBFJQGHM-UHFFFAOYSA-N	KJFBVJALEQWJBS-XUXIUFHCSA-N	Levovirin	Abacavir	Maribavir
RYMCFYKJDVMSIR-UHFFFAOYSA-N	Apricitabine	1	-2	-2	15	0	3	4	MCGSCOLBFJQGHM-UHFFFAOYSA-N	KJFBVJALEQWJBS-XUXIUFHCSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	Abacavir	Maribavir	Levovirin
NHKZSTHOYNWEEZ-UHFFFAOYSA-N	Taribavirin	1	-2	-2	15	0	1	5	KJFBVJALEQWJBS-XUXIUFHCSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	MCGSCOLBFJQGHM-UHFFFAOYSA-N	Maribavir	Levovirin	Abacavir
TVRCRTJYMVTEFS-UHFFFAOYSA-N	Valopicitabine	1	-2	-2	15	0	3	5	VRTWBAAJJOHBQU-UHFFFAOYSA-N	MCGSCOLBFJQGHM-UHFFFAOYSA-N	JNTOCHDNEULJHD-UHFFFAOYSA-N	Ledipasvir	Abacavir	Penciclovir
JFVZFKDSXNQEJW-CQSZACIVSA-N	Tenofovir disoproxil	1	-2	-2	15	0	2	8	JUZYLCPPVHEVSV-UHFFFAOYSA-N	MCGSCOLBFJQGHM-UHFFFAOYSA-N	VRTWBAAJJOHBQU-UHFFFAOYSA-N	Elvitegravir	Abacavir	Ledipasvir
QCWJONZOOIDYSL-UHFFFAOYSA-N	Chembl151708	0	-2	-2	14	0	2	4	MCGSCOLBFJQGHM-UHFFFAOYSA-N	KJFBVJALEQWJBS-XUXIUFHCSA-N	JNTOCHDNEULJHD-UHFFFAOYSA-N	Abacavir	Maribavir	Penciclovir
UATAXZFEGUYBRK-HHXMPLFPSA-N	Chembl1911846	0	-2	-2	14	1	2	2	IWUCXVSUMQZMFG-AFCXAGJDSA-N	MCGSCOLBFJQGHM-UHFFFAOYSA-N	GLVAUDGFNGKCSF-UHFFFAOYSA-N	Levovirin	Abacavir	Mercaptopurine
ZCNZMPYUGPBHNU-UHFFFAOYSA-N	Chembl81640	0	-2	-2	14	0	1	5	IWUCXVSUMQZMFG-AFCXAGJDSA-N	MCGSCOLBFJQGHM-UHFFFAOYSA-N	JNTOCHDNEULJHD-UHFFFAOYSA-N	Levovirin	Abacavir	Penciclovir
JMLQSLXEUWNWFI-UHFFFAOYSA-N	78-Dihydro-77-Dimethyl-6-Hydroxypterin	1	-2	-2	14	0	2	4	JNTOCHDNEULJHD-UHFFFAOYSA-N	MCGSCOLBFJQGHM-UHFFFAOYSA-N	KJFBVJALEQWJBS-XUXIUFHCSA-N	Penciclovir	Abacavir	Maribavir
HZQDCMWJEBCWBR-UUOKFMHZSA-N	Mizoribine	1	-2	-2	14	0	1	4	KJFBVJALEQWJBS-XUXIUFHCSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	SDUQYLNIPVEERB-QPPQHZFASA-N	Maribavir	Levovirin	Gemcitabine
WREGKURFCTUGRC-POYBYMJQSA-N	Zalcitabine	1	-2	-2	14	0	2	4	MCGSCOLBFJQGHM-UHFFFAOYSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	SDUQYLNIPVEERB-QPPQHZFASA-N	Abacavir	Levovirin	Gemcitabine
JBZILPRMNYWQEI-UHFFFAOYSA-N	Chembl14996	0	-2	-2	14	0	0	5	KJFBVJALEQWJBS-XUXIUFHCSA-N	GLVAUDGFNGKCSF-UHFFFAOYSA-N	ZCGNOVWYSGBHAU-UHFFFAOYSA-N	Maribavir	Mercaptopurine	Favipiravir
XQSPYNMVSIKCOC-NTSWFWBYSA-N	Racivir	1	-2	-2	14	1	2	4	MCGSCOLBFJQGHM-UHFFFAOYSA-N	JNTOCHDNEULJHD-UHFFFAOYSA-N	VRTWBAAJJOHBQU-UHFFFAOYSA-N	Abacavir	Penciclovir	Ledipasvir
GWFOVSGRNGAGDL-UHFFFAOYSA-N	Lobucavir	1	-2	-2	14	2	2	3	JNTOCHDNEULJHD-UHFFFAOYSA-N	MCGSCOLBFJQGHM-UHFFFAOYSA-N	KJFBVJALEQWJBS-XUXIUFHCSA-N	Penciclovir	Abacavir	Maribavir
USSSLMVUWXJIPO-KQYNXXCUSA-N	Chembl311217	0	-2	-2	14	0	0	5	KJFBVJALEQWJBS-XUXIUFHCSA-N	GLVAUDGFNGKCSF-UHFFFAOYSA-N	CGZOGNUFXMNYEI-UDUHKTKDSA-N	Maribavir	Mercaptopurine	Chebi:125390
GJTBSTBJLVYKAU-XVFCMESISA-N	2-Thiouridine	0	-2	-2	13	1	1	2	IWUCXVSUMQZMFG-AFCXAGJDSA-N	SDUQYLNIPVEERB-QPPQHZFASA-N	KJFBVJALEQWJBS-XUXIUFHCSA-N	Levovirin	Gemcitabine	Maribavir
IEWVSQMDFYBJGG-SFYZADRCSA-N	Chembl599563	0	-2	-2	13	0	0	8	MCGSCOLBFJQGHM-UHFFFAOYSA-N	KJFBVJALEQWJBS-XUXIUFHCSA-N	VRTWBAAJJOHBQU-UHFFFAOYSA-N	Abacavir	Maribavir	Ledipasvir
KTOLOIKYVCHRJW-XZMZPDFPSA-N	Ro-0622	0	-2	-2	13	0	1	4	IWUCXVSUMQZMFG-AFCXAGJDSA-N	MCGSCOLBFJQGHM-UHFFFAOYSA-N	SDUQYLNIPVEERB-QPPQHZFASA-N	Levovirin	Abacavir	Gemcitabine
ZCGNOVWYSGBHAU-UHFFFAOYSA-N	Favipiravir	1	3	4	13	1	1	2	ZCGNOVWYSGBHAU-UHFFFAOYSA-N	DOMXUEMWDBAQBQ-UHFFFAOYSA-N	FHCUMDQMBHQXKK-UHFFFAOYSA-N	Favipiravir	Terbinafine	Velpatasvir
ZEKJSNVOQKQOFO-UHFFFAOYSA-N	91296-12-7	0	-2	-2	13	1	2	3	JNTOCHDNEULJHD-UHFFFAOYSA-N	MCGSCOLBFJQGHM-UHFFFAOYSA-N	KJFBVJALEQWJBS-XUXIUFHCSA-N	Penciclovir	Abacavir	Maribavir
RLAHNGKRJJEIJL-RFZPGFLSSA-N	Amdoxovir	1	-2	-2	13	1	2	3	MCGSCOLBFJQGHM-UHFFFAOYSA-N	JNTOCHDNEULJHD-UHFFFAOYSA-N	KJFBVJALEQWJBS-XUXIUFHCSA-N	Abacavir	Penciclovir	Maribavir
UDETWAIEMXXFKP-UHFFFAOYSA-N	Nsc735827	0	-2	-2	13	0	1	3	KJFBVJALEQWJBS-XUXIUFHCSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	AMFDITJFBUXZQN-KUBHLMPHSA-N	Maribavir	Levovirin	Galidesivir
