inchikey	name	is_drug	evidence	moa	support	lpv_5	lpv_4	lpv_3	top1_inchikey	top2_inchikey	top3_inchikey	top1_name	top2_name	top3_name
HZQDCMWJEBCWBR-UUOKFMHZSA-N	Mizoribine	1	-2	-2	20	1	2	2	IWUCXVSUMQZMFG-AFCXAGJDSA-N	ZCGNOVWYSGBHAU-UHFFFAOYSA-N		Levovirin	Favipiravir	
IWUCXVSUMQZMFG-RGDLXGNYSA-N	Levovirin	1	3	4	12	1	1	1	IWUCXVSUMQZMFG-AFCXAGJDSA-N			Levovirin		
XESARGFCSKSFID-UHFFFAOYSA-N	Pyrozofurin	0	-2	-2	12	0	1	2	ZCGNOVWYSGBHAU-UHFFFAOYSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N		Favipiravir	Levovirin	
TTWGUKNYEAMFGX-UHFFFAOYSA-N	Schembl9988378	0	-2	-2	12	1	1	1	ZCGNOVWYSGBHAU-UHFFFAOYSA-N			Favipiravir		
RWCWUNIDADUVEZ-KAFVXXCXSA-N	Schembl6714450	0	-2	-2	12	1	1	1	ZCGNOVWYSGBHAU-UHFFFAOYSA-N			Favipiravir		
NRRQEMADGMYRBD-UHFFFAOYSA-N	NRRQEMADGMYRBD-UHFFFAOYSA-N	0	-2	-2	12	1	1	1	ZCGNOVWYSGBHAU-UHFFFAOYSA-N			Favipiravir		
MMJOCKKLRMRSEQ-AFCXAGJDSA-N	Ribavirin 5'-Triphosphate	0	-2	-2	12	1	1	1	IWUCXVSUMQZMFG-AFCXAGJDSA-N			Levovirin		
XMHJKAUBZUMAKX-UHFFFAOYSA-N	Chembl2409423	0	-2	-2	12	1	1	1	ZCGNOVWYSGBHAU-UHFFFAOYSA-N			Favipiravir		
UEWSIIBPZOBMBL-UHFFFAOYSA-N	5-Hydroxy-1H-Imidazole-4-Carboxamide	0	-2	-2	12	1	1	1	ZCGNOVWYSGBHAU-UHFFFAOYSA-N			Favipiravir		
SDWIOXKHTFOULX-AFCXAGJDSA-N	Ribavirin monophosphate	1	-2	-2	12	1	1	1	IWUCXVSUMQZMFG-AFCXAGJDSA-N			Levovirin		
