inchikey	name	is_drug	evidence	moa	support	lpv_5	lpv_4	lpv_3	top1_inchikey	top2_inchikey	top3_inchikey	top1_name	top2_name	top3_name
OVCDSSHSILBFBN-UHFFFAOYSA-N	Amodiaquine	1	2	2	21	2	2	2	OVCDSSHSILBFBN-UHFFFAOYSA-N	WHTVZRBIWZFKQO-UHFFFAOYSA-N		Amodiaquine	Chloroquine	
ZVMMVSSEAMUNGI-UHFFFAOYSA-N	Chembl147806	0	-2	-2	21	2	2	2	OVCDSSHSILBFBN-UHFFFAOYSA-N	WHTVZRBIWZFKQO-UHFFFAOYSA-N		Amodiaquine	Chloroquine	
VRXFDHAGFYWGHT-UHFFFAOYSA-N	Desethylamodiaquine	0	-2	-2	21	2	2	2	WHTVZRBIWZFKQO-UHFFFAOYSA-N	OVCDSSHSILBFBN-UHFFFAOYSA-N		Chloroquine	Amodiaquine	
AWAJVWLTSQPOPH-VDTYLAMSSA-N	4-Amino-5-Fluoro-1-[(2S,5R)-5-(Hydroxymethyl)-2,5-Dihydrothiophen-2-Yl]Pyrimidin-2-One	0	-2	-2	19	0	1	4	ZCGNOVWYSGBHAU-UHFFFAOYSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	JNTOCHDNEULJHD-UHFFFAOYSA-N	Favipiravir	Levovirin	Penciclovir
PKXNQBUCYDEQBI-AMCGLFBUSA-N	Chembl1173493	0	-2	-2	19	1	1	3	IWUCXVSUMQZMFG-AFCXAGJDSA-N	VSZGPKBBMSAYNT-RRFJBIMHSA-N	JNTOCHDNEULJHD-UHFFFAOYSA-N	Levovirin	Oseltamivir	Penciclovir
KJFBVJALEQWJBS-XUXIUFHCSA-N	Maribavir	1	0	0	18	0	2	3	JNTOCHDNEULJHD-UHFFFAOYSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	VSZGPKBBMSAYNT-RRFJBIMHSA-N	Penciclovir	Levovirin	Oseltamivir
HIWSRDNBRUFDDW-UHFFFAOYSA-N	Nsc13716	0	-2	-2	18	1	2	2	WHTVZRBIWZFKQO-UHFFFAOYSA-N	OVCDSSHSILBFBN-UHFFFAOYSA-N		Chloroquine	Amodiaquine	
WHTVZRBIWZFKQO-UHFFFAOYSA-N	Chloroquine	1	3	3	18	1	2	2	WHTVZRBIWZFKQO-UHFFFAOYSA-N	OVCDSSHSILBFBN-UHFFFAOYSA-N		Chloroquine	Amodiaquine	
FPZVDNBKSQOYAX-SVRRBLITSA-N	4-Amino-1-[(2S,5R)-5-(Hydroxymethyl)-2,5-Dihydrothiophen-2-Yl]Pyrimidin-2-One	0	-2	-2	18	0	1	4	JNTOCHDNEULJHD-UHFFFAOYSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	VSZGPKBBMSAYNT-RRFJBIMHSA-N	Penciclovir	Levovirin	Oseltamivir
SGNCRBDRAPGGCK-UHFFFAOYSA-N	Ac1L8Rwl	0	-2	-2	18	1	2	2	WHTVZRBIWZFKQO-UHFFFAOYSA-N	OVCDSSHSILBFBN-UHFFFAOYSA-N		Chloroquine	Amodiaquine	
