inchikey	name	is_drug	evidence	moa	support	lpv_5	lpv_4	lpv_3	top1_inchikey	top2_inchikey	top3_inchikey	top1_name	top2_name	top3_name
LUKZNWIVRBCLON-GXOBDPJESA-N	Ciclesonide	1	3	5	12	1	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
OXPLANUPKBHPMS-ZXBNPROVSA-N	Desisobutyrylciclesonide	0	-2	-2	12	1	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
VOVIALXJUBGFJZ-KWVAZRHASA-N	Budesonide	1	-2	-2	12	1	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
XSFBBGJZQQTFHV-LAUBAEHRSA-N	Chembl321349	0	-2	-2	12	1	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
UYNVMODNBIQBMV-UHFFFAOYSA-N	Ifenprodil	1	3	5	12	1	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N	JHVAMHSQVVQIOT-MFAJLEFUSA-N		Ifenprodil	Anidulafungin	
MJFXQINBAMQTEC-KKSFZXQISA-N	Chembl104625	0	-2	-2	12	1	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
SFHMKJAKPOQIRZ-ZLTCDQTRSA-N	Chembl1940696	0	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
HYSYUQJJRUVDQY-UHFFFAOYSA-N	4-Benzyl-1-(Phenylsulfonyl)Piperidine	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
QEMSVZNTSXPFJA-BEFAXECRSA-N	Chembl321758	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N	BDSYECBSUUOPCT-UHFFFAOYSA-N	RDOIQAHITMMDAJ-UHFFFAOYSA-N	Ifenprodil	Chembl222301	Loperamide
HJRGLUUTXXPQKZ-OYHNWAKOSA-N	Chembl366809	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
CRPUXBKNGRLLDG-OKKNSTDLSA-N	Chembl1940548	0	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
FYTDOEQWJQDUHP-QYPWACJRSA-N	Chembl1940547	0	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
IFONJDLMZNALJG-KXWCVXKPSA-N	Chembl1940692	0	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
WBGKWQHBNHJJPZ-LECWWXJVSA-N	Desonide	1	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
WEGNFRKBIKYVLC-XTLNBZDDSA-N	Flunisolide acetate	1	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
BONBIWJAPUUALK-AVRWGWEMSA-N	Chembl2047578	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
WNYLPFCKNQAAMB-PPUNREKOSA-N	Chembl1940557	0	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
BSABEXCGYNCVLE-XFBAUXGISA-N	Chembl1940691	0	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
WSVOMANDJDYYEY-CWNVBEKCSA-N	Prednylidene	1	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
CSOKNRXDEKJUFZ-UHFFFAOYSA-N	Chembl54778	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N	UCJGJABZCDBEDK-UHFFFAOYSA-N		Ifenprodil	Bazedoxifene	
ASTLORKVWVGYIF-FZNHGJLXSA-N	Chembl1940552	0	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
PXUTUTKDDLTXPU-IFXJQAMLSA-N	Chembl108120	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N	RDOIQAHITMMDAJ-UHFFFAOYSA-N	LNEPOXFFQSENCJ-UHFFFAOYSA-N	Ifenprodil	Loperamide	Haloperidol
FYGULVAWGIBPEL-DHZHZOJOSA-N	Chembl113919	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N	LUKBXSAWLPMMSZ-OWOJBTEDSA-N		Ifenprodil	Resveratrol	
FBHSPRKOSMHSIF-GRMWVWQJSA-N	Deflazacort	1	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
LXXJBYQKJRJLNP-BVGPSFMHSA-N	Mls000547626	0	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
LRJOMUJRLNCICJ-JZYPGELDSA-N	Prednisolone Acetate	0	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
ADQCQULCJYYVHZ-UHFFFAOYSA-N	Chembl220841	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
CYEOKZJIXIYTOM-UHFFFAOYSA-N	Chembl247837	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N	RDOIQAHITMMDAJ-UHFFFAOYSA-N	LNEPOXFFQSENCJ-UHFFFAOYSA-N	Ifenprodil	Loperamide	Haloperidol
LZCJFDGCDDYNIX-AAXFWFPKSA-N	Smr000539194	0	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
HFVNWDWLWUCIHC-GUPDPFMOSA-N	Prednimustine	1	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
NNTXDTDYFGVXIY-UHFFFAOYSA-N	Chembl219074	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
KDXQRWCHLWOYTA-UHFFFAOYSA-N	KDXQRWCHLWOYTA-UHFFFAOYSA-N	0	-2	-2	8	0	1	1	LUKZNWIVRBCLON-GXOBDPJESA-N			Ciclesonide		
HEKDMXHYHIQUPO-UHFFFAOYSA-N	Chembl545284	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
MLOQSCVFJJQLDB-UHFFFAOYSA-N	Chembl50354	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
LIIMZDKZANZWFU-UHFFFAOYSA-N	Chembl246815	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N	RDOIQAHITMMDAJ-UHFFFAOYSA-N	LNEPOXFFQSENCJ-UHFFFAOYSA-N	Ifenprodil	Loperamide	Haloperidol
JYSPUXVXLLZVOP-UHFFFAOYSA-N	Chembl255697	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
HSPXTGVDUCGMMK-UHFFFAOYSA-N	Chembl195099	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
QUYYKWJRBQLYTE-UHFFFAOYSA-N	Chembl256083	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
OEOKSYGSLJBPFM-UHFFFAOYSA-N	Chembl178153	0	-2	-2	8	0	1	1	UYNVMODNBIQBMV-UHFFFAOYSA-N			Ifenprodil		
