inchikey	name	is_drug	evidence	moa	support	lpv_5	lpv_4	lpv_3	top1_inchikey	top2_inchikey	top3_inchikey	top1_name	top2_name	top3_name
WLEGHUATPVYRSK-UHFFFAOYSA-N	Ac1Oa4Rn	0	-2	-2	39	0	3	26	DOMXUEMWDBAQBQ-UHFFFAOYSA-N	CGZOGNUFXMNYEI-UDUHKTKDSA-N	ZCGNOVWYSGBHAU-UHFFFAOYSA-N	Terbinafine	Chebi:125390	Favipiravir
ZVMMVSSEAMUNGI-UHFFFAOYSA-N	Chembl147806	0	-2	-2	28	3	3	4	OVCDSSHSILBFBN-UHFFFAOYSA-N	WHTVZRBIWZFKQO-UHFFFAOYSA-N	XEEQGYMUWCZPDN-DOMZBBRYSA-N	Amodiaquine	Chloroquine	Mefloquine
VRXFDHAGFYWGHT-UHFFFAOYSA-N	Desethylamodiaquine	0	-2	-2	28	3	3	4	WHTVZRBIWZFKQO-UHFFFAOYSA-N	OVCDSSHSILBFBN-UHFFFAOYSA-N	XEEQGYMUWCZPDN-DOMZBBRYSA-N	Chloroquine	Amodiaquine	Mefloquine
PKXNQBUCYDEQBI-AMCGLFBUSA-N	Chembl1173493	0	-2	-2	27	1	2	8	IWUCXVSUMQZMFG-AFCXAGJDSA-N	SDUQYLNIPVEERB-QPPQHZFASA-N	KJFBVJALEQWJBS-XUXIUFHCSA-N	Levovirin	Gemcitabine	Maribavir
FPZVDNBKSQOYAX-SVRRBLITSA-N	4-Amino-1-[(2S,5R)-5-(Hydroxymethyl)-2,5-Dihydrothiophen-2-Yl]Pyrimidin-2-One	0	-2	-2	26	0	2	10	XZWYZXLIPXDOLR-UHFFFAOYSA-N	JNTOCHDNEULJHD-UHFFFAOYSA-N	VRTWBAAJJOHBQU-UHFFFAOYSA-N	Metformin	Penciclovir	Ledipasvir
KJFBVJALEQWJBS-XUXIUFHCSA-N	Maribavir	1	0	0	26	1	4	7	KJFBVJALEQWJBS-XUXIUFHCSA-N	JNTOCHDNEULJHD-UHFFFAOYSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	Maribavir	Penciclovir	Levovirin
AWAJVWLTSQPOPH-VDTYLAMSSA-N	4-Amino-5-Fluoro-1-[(2S,5R)-5-(Hydroxymethyl)-2,5-Dihydrothiophen-2-Yl]Pyrimidin-2-One	0	-2	-2	26	0	1	10	ZCGNOVWYSGBHAU-UHFFFAOYSA-N	XZWYZXLIPXDOLR-UHFFFAOYSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	Favipiravir	Metformin	Levovirin
OVCDSSHSILBFBN-UHFFFAOYSA-N	Amodiaquine	1	2	2	24	2	2	4	OVCDSSHSILBFBN-UHFFFAOYSA-N	WHTVZRBIWZFKQO-UHFFFAOYSA-N	XEEQGYMUWCZPDN-DOMZBBRYSA-N	Amodiaquine	Chloroquine	Mefloquine
LJKWEWJREYPGCW-HHXMPLFPSA-N	Chembl1911847	0	-2	-2	24	1	3	7	IWUCXVSUMQZMFG-AFCXAGJDSA-N	KJFBVJALEQWJBS-XUXIUFHCSA-N	MCGSCOLBFJQGHM-UHFFFAOYSA-N	Levovirin	Maribavir	Abacavir
ZCNZMPYUGPBHNU-UHFFFAOYSA-N	Chembl81640	0	-2	-2	23	0	1	10	IWUCXVSUMQZMFG-AFCXAGJDSA-N	MCGSCOLBFJQGHM-UHFFFAOYSA-N	JNTOCHDNEULJHD-UHFFFAOYSA-N	Levovirin	Abacavir	Penciclovir
ZLPXROLFQUPNHI-BQBZGAKWSA-N	4-Amino-5-Fluoro-1-[(2S,5S)-4-Fluoro-5-(Hydroxymethyl)-2,5-Dihydrofuran-2-Yl]Pyrimidin-2-One	0	-2	-2	23	0	1	10	KJFBVJALEQWJBS-XUXIUFHCSA-N	MCGSCOLBFJQGHM-UHFFFAOYSA-N	SDUQYLNIPVEERB-QPPQHZFASA-N	Maribavir	Abacavir	Gemcitabine
QDALMVIPZUTVOI-UHFFFAOYSA-N	Ac1Obi1P	0	-2	-2	22	0	2	13	DOMXUEMWDBAQBQ-UHFFFAOYSA-N	FOQRKFCLRMMKAT-UHFFFAOYSA-N	KCFYEAOKVJSACF-UHFFFAOYSA-N	Terbinafine	Pd144418	Umifenovir
CDSXVXMUMRBIGJ-UHFFFAOYSA-N	Chembl3604735	0	-2	-2	22	1	4	4	XEEQGYMUWCZPDN-DOMZBBRYSA-N	OVCDSSHSILBFBN-UHFFFAOYSA-N	SVOQIEJWJCQGDQ-UHFFFAOYSA-N	Mefloquine	Amodiaquine	SVOQIEJWJCQGDQ-UHFFFAOYSA-N
RYMCFYKJDVMSIR-UHFFFAOYSA-N	Apricitabine	1	-2	-2	21	0	4	8	MCGSCOLBFJQGHM-UHFFFAOYSA-N	KJFBVJALEQWJBS-XUXIUFHCSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	Abacavir	Maribavir	Levovirin
