inchikey,name,is_drug,evidence,moa,suppo,lpv_5,lpv_4,lpv_3,lpv_2,best_inchikey,best_name
SCWHRCHTSPZEKX-JSGKQMPZSA-N,Chembl1819288,0,-2,-2,0,0,4,4,5,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Darunavir
WQMLFJWIKARBFW-UHFFFAOYSA-N,CID12308633,0,-2,-2,0,0,4,4,4,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Darunavir
KFNRMYZDMWUYPM-FDIOJOJDSA-N,Chembl252119,0,-2,-2,0,0,4,5,5,GPKJTRJOBQGKQK-UHFFFAOYSA-N,Quinacrine
WQMLFJWIKARBFW-HCGNMXHKSA-N,Chembl1819286,0,-2,-2,0,0,4,4,4,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Darunavir
KFOKJHFZOWFZMK-UOKHPVEXSA-N,Chembl1819282,0,-2,-2,0,0,4,4,5,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Darunavir
KFOKJHFZOWFZMK-ADSKZFNVSA-N,Chembl1819287,0,-2,-2,0,0,4,4,5,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Darunavir
WQMLFJWIKARBFW-BKKMTDGVSA-N,Evomonoside,0,-2,-2,0,0,4,4,4,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Darunavir
SCWHRCHTSPZEKX-ZFHIERRRSA-N,Chembl1819283,0,-2,-2,0,0,4,4,5,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Darunavir
QLJRJCDCZGNOIC-NZYPTTNCSA-N,Chembl2043016,0,-2,-2,0,0,3,3,3,GYQYAJJFPNQOOW-UHFFFAOYSA-N,Gilteritinib
ITGZZZYNPULRNZ-ZDUSSCGKSA-N,Cularidine,0,-2,-2,0,0,3,3,3,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
MTTANYDQFAAJNM-OIDHKYIRSA-N,Chembl555468,0,-2,-2,0,0,3,3,3,GYQYAJJFPNQOOW-UHFFFAOYSA-N,Gilteritinib
QBILRDAMJUPXCX-AGAUEGNUSA-N,Helveticoside,0,-2,-2,0,0,3,5,5,GPKJTRJOBQGKQK-UHFFFAOYSA-N,Quinacrine
JUIKZWZBNNLTFR-OIDHKYIRSA-N,Chembl555467,0,-2,-2,0,0,3,3,3,GYQYAJJFPNQOOW-UHFFFAOYSA-N,Gilteritinib
SVQMVSCWYACSCP-KYJUHHDHSA-N,Thalidasine,0,-2,-2,0,0,3,3,3,GYQYAJJFPNQOOW-UHFFFAOYSA-N,Gilteritinib
CDEBVTGYVFHDMA-OTPOQTMVSA-N,Trans-Resveratrol 4'-O-Beta-D-Glucuronide,0,-2,-2,0,0,3,3,3,CZFFBEXEKNGXKS-UHFFFAOYSA-N,Raltegravir
KPCQWYVBTAWTPJ-MPQUPPDSSA-N,Chembl540688,0,-2,-2,0,0,3,3,3,GYQYAJJFPNQOOW-UHFFFAOYSA-N,Gilteritinib
RKUUVJYLJXYLRY-UHFFFAOYSA-N,Chembl186426,0,-2,-2,0,0,3,3,3,DRLFMBDRBRZALE-UHFFFAOYSA-N,Melatonin
HIQZXOFBXJICTD-UHFFFAOYSA-N,Ac1Mrpw3,0,-2,-2,0,0,3,3,4,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
YJCOFCPVDAACMI-ZBHOSOLTSA-N,Chembl2043019,0,-2,-2,0,0,3,3,3,GYQYAJJFPNQOOW-UHFFFAOYSA-N,Gilteritinib
PXXYOLIWFSWZNP-LOYHVIPDSA-P,Dimethyl-L-Bebeerine,0,-2,-2,0,0,3,3,3,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
VPUNMTHWNSJUOG-WEFSHINVSA-N,Thevefolin,0,-2,-2,0,0,3,4,4,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Darunavir
ODCYIKWOTVSPKB-UHFFFAOYSA-N,Funiferine,0,-2,-2,0,0,3,3,4,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
ANOXEUSGZWSCQL-KYJUHHDHSA-N,Mls002473211,0,-2,-2,0,0,3,3,3,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
JHQWLEOVLPIFJB-MPQUPPDSSA-N,Chembl555466,0,-2,-2,0,0,3,3,3,GYQYAJJFPNQOOW-UHFFFAOYSA-N,Gilteritinib
FBYTYZIJLCKBQE-MPQUPPDSSA-N,Chembl555469,0,-2,-2,0,0,3,3,3,GYQYAJJFPNQOOW-UHFFFAOYSA-N,Gilteritinib
AMDBWPUYNXJYJF-UHFFFAOYSA-N,Chembl320991,0,-2,-2,0,0,3,3,3,AHOUBRCZNHFOSL-YOEHRIQHSA-N,Paroxetine
JFJZZMVDLULRGK-VMPREFPWSA-O,Tubocurarine,1,-2,-2,0,0,3,3,3,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
HGNHIFJNOKGSKI-UHFFFAOYSA-N,Oxycanthine,0,-2,-2,1,1,3,3,3,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
ABBWCZBJFPOQMK-MPQUPPDSSA-N,Chembl554313,0,-2,-2,0,0,3,3,3,GYQYAJJFPNQOOW-UHFFFAOYSA-N,Gilteritinib
VPUNMTHWNSJUOG-UHFFFAOYSA-N,Neriifolin,0,-2,-2,0,0,3,4,4,GPKJTRJOBQGKQK-UHFFFAOYSA-N,Quinacrine
YVPXVXANRNDGTA-UHFFFAOYSA-N,Nsc-623442,0,-2,-2,1,1,3,3,3,HLFSDGLLUJUHTE-SNVBAGLBSA-N,Levamisole
VPUNMTHWNSJUOG-VZCPFXLZSA-N,Nsc123976,0,-2,-2,0,0,3,4,4,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Darunavir
FKHCVUFZOFEROS-MUUNZHRXSA-N,Nsc135070,0,-2,-2,0,0,3,4,4,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
VPUNMTHWNSJUOG-QWKCNQPQSA-N,18810-25-8,0,-2,-2,0,0,3,4,4,GPKJTRJOBQGKQK-UHFFFAOYSA-N,Quinacrine
QWSAYEBSTMCFKY-UHFFFAOYSA-N,Trans Resveratrol 3-O-Beta-D-Glucuronide,0,-2,-2,0,0,3,3,3,BJNLLBUOHPVGFT-UHFFFAOYSA-N,Teicoplanin
DJAWTLHBPPQMPV-RRPNLBNLSA-N,Nsc-181486,0,-2,-2,0,0,3,3,3,HLFSDGLLUJUHTE-SNVBAGLBSA-N,Levamisole
OQZGLOBKVNEEPK-HSASYKPZSA-N,Chembl2023572,0,-2,-2,0,0,3,4,4,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Darunavir
YVPXVXANRNDGTA-WDYNHAJCSA-N,Cepharanthine,0,0,0,1,1,3,3,3,HLFSDGLLUJUHTE-SNVBAGLBSA-N,Levamisole
VPUNMTHWNSJUOG-BAOINKAISA-N,Neriifolin,0,-2,-2,0,0,3,4,4,CJBJHOAVZSMMDJ-UHFFFAOYSA-N,Darunavir
SODLLPYGRVMWNH-IZLXSDGUSA-N,Chembl2163794,0,-2,-2,1,1,3,3,3,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
QBILRDAMJUPXCX-RIBQKGKFSA-N,Prestwick3_000646,0,-2,-2,0,0,3,5,5,GPKJTRJOBQGKQK-UHFFFAOYSA-N,Quinacrine
DJAWTLHBPPQMPV-UHFFFAOYSA-N,Trigilletine,0,-2,-2,0,0,3,3,3,HLFSDGLLUJUHTE-SNVBAGLBSA-N,Levamisole
LFFQVHXIFJLJSP-VSGBNLITSA-N,Nsc-93674,0,-2,-2,0,0,3,3,3,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
FFDBEIXGRMQNQA-MPQUPPDSSA-N,Chembl554170,0,-2,-2,0,0,3,3,3,GYQYAJJFPNQOOW-UHFFFAOYSA-N,Gilteritinib
JPTSMZMSIACDAD-UHFFFAOYSA-N,Chembl1940404,0,-2,-2,0,0,3,3,3,CGZOGNUFXMNYEI-UDUHKTKDSA-N,Chebi:125390
MHFFPFLMIZYTNJ-OIDHKYIRSA-N,O-(4-Ethoxybutyl)Berbamine,0,-2,-2,0,0,3,3,3,GYQYAJJFPNQOOW-UHFFFAOYSA-N,Gilteritinib
QBILRDAMJUPXCX-WAJAWEQJSA-N,Ac1O7Gci,0,-2,-2,0,0,3,5,5,GPKJTRJOBQGKQK-UHFFFAOYSA-N,Quinacrine
YWNUNVSMOKMJMG-GDLZYMKVSA-N,Stock1N-18333,0,-2,-2,0,0,3,3,3,GYQYAJJFPNQOOW-UHFFFAOYSA-N,Gilteritinib
VPUNMTHWNSJUOG-MSXBREHESA-N,Chembl1355522,0,-2,-2,0,0,3,4,4,GPKJTRJOBQGKQK-UHFFFAOYSA-N,Quinacrine
GMAJRXOYQVZSRJ-IOWSJCHKSA-N,Unii-947Txz810I,0,-2,-2,0,0,3,3,3,GYQYAJJFPNQOOW-UHFFFAOYSA-N,Gilteritinib
PUAVTDKYTXNVBU-OIDHKYIRSA-N,Chembl405686,0,-2,-2,0,0,3,3,3,GYQYAJJFPNQOOW-UHFFFAOYSA-N,Gilteritinib
MNNXIEANPHEHSB-WDYNHAJCSA-N,Antioquine,0,-2,-2,0,0,3,3,3,HLFSDGLLUJUHTE-SNVBAGLBSA-N,Levamisole
DFOCUWZXJBAUSQ-URLMMPGGSA-N,Berbamine,0,0,0,2,2,3,3,3,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
IIQSJHUEZBTSAT-UHFFFAOYSA-N,Fangchinoline,0,-2,-2,1,1,3,3,3,HLFSDGLLUJUHTE-SNVBAGLBSA-N,Levamisole
ZJMYHEVTMWXXMA-SVEHJYQDSA-N,Nsc-409664,0,-2,-2,0,0,3,3,3,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
ZJMYHEVTMWXXMA-UHFFFAOYSA-N,Nsc409664,0,-2,-2,0,0,3,3,3,AXRYRYVKAWYZBR-GASGPIRDSA-N,Atazanavir
IIQSJHUEZBTSAT-VMPREFPWSA-N,Fangchinoline,0,-2,-2,1,1,3,3,3,HLFSDGLLUJUHTE-SNVBAGLBSA-N,Levamisole
