inchikey	name	is_drug	evidence	moa	support	lpv_5	lpv_4	lpv_3	top1_inchikey	top2_inchikey	top3_inchikey	top1_name	top2_name	top3_name
OBZAQDJURYQWDV-RRFJBIMHSA-N	Ac1Larps	0	-2	-2	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
UOGXNGRTMXTGCK-WUHRBBMRSA-N	Carbocyclic Analog 20	0	-2	-2	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
QPGLIZFPRZQICS-ARFHVFGLSA-N	Ac1Larpv	0	-2	-2	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
AQRGYVZHOSSLOY-WNRNVDISSA-N	Ac1Nuzfk	0	-2	-2	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
YECXRZFUGGIMCT-BFHYXJOUSA-N	Ac1Larpp	0	-2	-2	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
VSZGPKBBMSAYNT-RRFJBIMHSA-N	Oseltamivir	1	3	0	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
DTBDFNJXZHXCFW-CYZMBNFOSA-N	Ac1Larrj	0	-2	-2	12	1	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
WEUWRQVKQNNAEK-INDMIFKZSA-N	Ac1Nuzfn	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
BKSBSWKRQZCHQR-CWPPHPDTSA-N	Carbocyclic Analogue 62	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
MMVFSYQYYBURNA-DJLDLDEBSA-N	Carbocyclic Analogue 32	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
NXAIKJLHJJDCAN-QJPTWQEYSA-N	Ac1Ns6Ie	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
UYALZNMVEXNFGI-GVDBMIGSSA-N	Chembl325456	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
TTYVWILEGNYIQI-XLPZGREQSA-N	Carbocyclic Analogue 31	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
IWSDOYGCCUCLPE-MVWJERBFSA-N	(2R,3R,4S)-3-Acetamido-4-Amino-2-[Ethyl(Propyl)Carbamoyl]-3,4-Dihydro-2H-Pyran-6-Carboxylic Acid	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
UNJFVQQPDOQFDW-HBNTYKKESA-N	Carbocyclic Analogue 3	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
KSPORGXVFPIYIQ-QJPTWQEYSA-N	Carbocyclic Analogue 60	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
ZDYZHXUKXANZNA-HBNTYKKESA-N	Ac1Ns6Jb	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
FBEKRJIKDMARPJ-RRFJBIMHSA-N	Ac1Larqj	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
LSTDSHDWUMFIPV-DJLDLDEBSA-N	(3R,4R,5S)-5-Amino-3-Propoxy-4-[(2,2,2-Trifluoroacetyl)Amino]Cyclohexene-1-Carboxylic Acid	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
TXXPTEJSSVMAFL-YNEHKIRRSA-N	Chembl81717	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
SNPFQPYAZIIERE-CWPPHPDTSA-N	Carbocyclic Analogue 44	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
FIZVYICXTDGLOE-IACUBPJLSA-N	(2R,3R,4S)-3-Acetamido-4-Amino-2-[Butyl(Propyl)Carbamoyl]-3,4-Dihydro-2H-Pyran-6-Carboxylic Acid	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
YUHQWGSXKIGZSX-IVZWLZJFSA-N	Chembl309419	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
JGHGNWBFWJQGDZ-GVDBMIGSSA-N	Ac1Ns6In	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
RUXBAAFLWYBMAI-YNEHKIRRSA-N	Ac1Ns6Je	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
BZVDPXGVFDPKBR-NWANDNLSSA-N	Chembl422016	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
JPSIECUFNYIDPF-IACUBPJLSA-N	Chembl161629	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
QQJHJEFLKIICMG-IVZWLZJFSA-N	(3R,4R,5S)-4-Acetamido-5-Amino-3-(Methoxymethoxy)Cyclohexene-1-Carboxylic Acid	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
MUAKAPZVYKVOTQ-BFHYXJOUSA-N	Ac1Ns6Iz	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
HGYRNBWLYZJBDT-YNEHKIRRSA-N	Chembl1270126	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
GLTBEVKCDJQDEE-FCGDIQPGSA-N	Ac1Larqm	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
XAOXVEKLSJSSHZ-BFHYXJOUSA-N	Ac1Ns6Iw	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
RFONMZKOXSGBKR-NWANDNLSSA-N	(2R,3R,4S)-3-Acetamido-4-Amino-2-(Dibutylcarbamoyl)-3,4-Dihydro-2H-Pyran-6-Carboxylic Acid	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
UHUIIWFIVBGZEX-QJPTWQEYSA-N	Chembl53507	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
CHIXWEQVFWGQTK-JMJZKYOTSA-N	Chembl1161284	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
JSSVBLPCZUAOLK-HOSYDEDBSA-N	Carbocyclic Analogue 13	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
VADZKAJAILWNSI-RCCFBDPRSA-N	Carbocyclic Analogue 41	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
SXSWDQYDUTZALK-BFHYXJOUSA-N	Ac1Ns6Ik	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
DLBPVPLABVAVJF-XLPZGREQSA-N	Carbocyclic Analogue 58	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
KYFVIKVFRPMLPH-LSCVPOLPSA-N	Carbocyclic Analog 17	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
OZPCIPJYBDQSKH-QJPTWQEYSA-N	Carbocyclic Analogue 35	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
VOPLDVVYCKXZGJ-IVZWLZJFSA-N	(3R,4R,5S)-4-Acetamido-5-Amino-3-(3,3,3-Trifluoropropoxy)Cyclohexene-1-Carboxylic Acid	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
MYLKRBMLLOGEBS-NGSVMEPUSA-N	Ac1Larrm	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
JIDKYDTZYFDAFZ-JMJZKYOTSA-N	Chembl350298	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
SYMUFQWWJBHWKE-HBNTYKKESA-N	Ac1La28X	0	-2	-2	8	0	1	1	VSZGPKBBMSAYNT-RRFJBIMHSA-N			Oseltamivir		
